Genotype,Population,Pedigree,Tester,Plotcode,LOC,IncBlockNo.,Rep,DMY,DMC,PH,DtTAS,DtSILK,NBPL
CFD06-336,CFD06,F353 x F252,UH007,66,TUM,B7,R7,189.5,40.8,310,80,83,76
CFD03-331,CFD03,F353 x D06,UH007,67,TUM,B7,R7,196.2,35.6,330,80,83,85
CFD11-307,CFD11,F353 x UH304,UH007,68,TUM,B7,R7,218.6,35.9,320,83,83,80
CFD06-081,CFD06,F353 x F252,UH007,69,TUM,B7,R7,203,38.7,315,77,77,82
CFD08-034,CFD08,F353 x F98902,UH007,70,TUM,B7,R7,198.2,35.6,320,80,86,80
CFD04-308,CFD04,F353 x D09,UH007,71,TUM,B8,R7,200.2,35.9,305,77,83,85
CFD12-013,CFD12,F353 x W117,UH007,72,TUM,B8,R7,187.8,37.4,285,77,83,73
CFD10-320,CFD10,F353 x UH250,UH007,73,TUM,B8,R7,237.3,39.7,330,86,86,87
CFD10-112,CFD10,F353 x UH250,UH007,74,TUM,B8,R7,231.3,35.7,330,86,86,78
CFD04-046,CFD04,F353 x D09,UH007,75,TUM,B8,R7,201.8,35.2,340,83,86,85
CFD04-008,CFD04,F353 x D09,UH007,76,TUM,B8,R7,211.5,41.3,350,83,80,72
CFD04-080,CFD04,F353 x D09,UH007,77,TUM,B8,R7,198,36.6,310,77,77,83
CFD11-002,CFD11,F353 x UH304,UH007,78,TUM,B8,R7,218.1,37.1,310,80,83,81
CFD12-018,CFD12,F353 x W117,UH007,79,TUM,B8,R7,173.2,33.3,280,80,86,80
CFD07-303,CFD07,F353 x F618,UH007,80,TUM,B8,R7,249.7,37.4,340,83,83,84
CFD03-080,CFD03,F353 x D06,UH007,81,TUM,B9,R7,210.3,40.8,295,86,86,77
F618,F618,F618,UH007,82,TUM,B9,R7,153.4,32.1,310,90,92,79
CFD05-001,CFD05,F353 x EC169,UH007,83,TUM,B9,R7,174.8,41.4,285,80,83,86
CFD10-031,CFD10,F353 x UH250,UH007,84,TUM,B9,R7,206.4,40.2,325,86,86,87
CFD05-013,CFD05,F353 x EC169,UH007,85,TUM,B9,R7,181.2,38.1,315,83,86,85
CFD03-326,CFD03,F353 x D06,UH007,86,TUM,B9,R7,174.1,32.5,305,86,86,82
CFD03-037,CFD03,F353 x D06,UH007,87,TUM,B9,R7,190.6,35,320,86,86,83
CFD09-305,CFD09,F353 x Mo17,UH007,88,TUM,B9,R7,197.2,33.8,325,86,86,79
CFD07-122,CFD07,F353 x F618,UH007,89,TUM,B9,R7,216.6,36.3,320,88,90,88
CFD11-062,CFD11,F353 x UH304,UH007,90,TUM,B9,R7,189.5,34.8,305,80,86,86
CFD12-100,CFD12,F353 x W117,UH007,91,TUM,B10,R7,197.5,31.4,290,86,92,66
CFD10-303,CFD10,F353 x UH250,UH007,92,TUM,B10,R7,188.8,35.7,315,88,86,82
CFD04-315,CFD04,F353 x D09,UH007,93,TUM,B10,R7,228.2,38.9,330,83,83,92
CFD07-054,CFD07,F353 x F618,UH007,94,TUM,B10,R7,196.9,39.3,290,86,86,84
CFD10-313,CFD10,F353 x UH250,UH007,95,TUM,B10,R7,153.4,32.4,290,92,92,84
CFD02-318,CFD02,F353 x B73,UH007,96,TUM,B10,R7,205.3,33.9,215,92,92,81
CFD05-314,CFD05,F353 x EC169,UH007,97,TUM,B10,R7,206,40.4,280,86,90,84
CFD10-321,CFD10,F353 x UH250,UH007,98,TUM,B10,R7,150.9,32.8,295,90,90,70
CFD12-324,CFD12,F353 x W117,UH007,99,TUM,B10,R7,154.4,33.8,265,88,92,82
CFD08-052,CFD08,F353 x F98902,UH007,100,TUM,B10,R7,210.3,36.9,290,90,90,84
CFD10-101,CFD10,F353 x UH250,UH007,101,TUM,B11,R7,204.6,35.2,295,86,90,86
CFD08-371,CFD08,F353 x F98902,UH007,102,TUM,B11,R7,176.2,36.2,300,86,86,77
CFD09-062,CFD09,F353 x Mo17,UH007,103,TUM,B11,R7,215.1,33.9,290,86,90,86
CFD10-090,CFD10,F353 x UH250,UH007,104,TUM,B11,R7,155.1,39.2,290,86,90,78
CFD07-327,CFD07,F353 x F618,UH007,105,TUM,B11,R7,202.9,34,290,90,92,82
CFD09-044,CFD09,F353 x Mo17,UH007,106,TUM,B11,R7,244.2,35,310,86,90,86
CFD06-080,CFD06,F353 x F252,UH007,107,TUM,B11,R7,186.9,39.2,305,83,83,85
CFD04-312,CFD04,F353 x D09,UH007,108,TUM,B11,R7,181.8,40.1,300,80,83,82
CFD12-328,CFD12,F353 x W117,UH007,109,TUM,B11,R7,197.6,36.9,285,83,90,77
CFD03-021,CFD03,F353 x D06,UH007,110,TUM,B11,R7,230.1,42,315,80,83,85
CFD04-014,CFD04,F353 x D09,UH007,111,TUM,B12,R7,207.4,41.3,315,80,83,84
CFD07-331,CFD07,F353 x F618,UH007,112,TUM,B12,R7,208.9,35.2,330,86,86,75
CFD04-074,CFD04,F353 x D09,UH007,113,TUM,B12,R7,176.6,36.2,300,80,86,81
CFD06-023,CFD06,F353 x F252,UH007,114,TUM,B12,R7,198.1,40.7,320,83,83,81
UH250,UH250,UH250,UH007,115,TUM,B12,R7,172.4,37.3,315,86,83,84
CFD02-060,CFD02,F353 x B73,UH007,116,TUM,B12,R7,184.7,34.2,320,88,90,85
CFD10-121,CFD10,F353 x UH250,UH007,117,TUM,B12,R7,193.4,33.6,340,86,92,79
CFD03-353,CFD03,F353 x D06,UH007,118,TUM,B12,R7,221.4,35.9,340,86,90,78
CFD10-323,CFD10,F353 x UH250,UH007,119,TUM,B12,R7,207.6,40.8,305,86,83,77
CFD04-095,CFD04,F353 x D09,UH007,120,TUM,B12,R7,183.9,41.8,300,77,80,83
CFD05-312,CFD05,F353 x EC169,UH007,121,TUM,B13,R7,203,39.9,295,80,86,86
CFD07-307,CFD07,F353 x F618,UH007,122,TUM,B13,R7,221.6,36.2,310,86,83,83
CFD07-011,CFD07,F353 x F618,UH007,123,TUM,B13,R7,236,37.4,320,86,83,81
CFD10-072,CFD10,F353 x UH250,UH007,124,TUM,B13,R7,210,40.9,325,77,80,78
D06,D06,D06,UH007,125,TUM,B13,R7,171.4,34.9,330,77,83,80
CFD10-083,CFD10,F353 x UH250,UH007,126,TUM,B13,R7,216.8,39.1,340,83,83,80
CFD07-098,CFD07,F353 x F618,UH007,127,TUM,B13,R7,221.8,36.5,330,86,83,72
CFD09-326,CFD09,F353 x Mo17,UH007,128,TUM,B13,R7,201.3,33.3,330,86,86,73
CFD10-002,CFD10,F353 x UH250,UH007,129,TUM,B13,R7,204.6,36.9,315,80,83,79
CFD06-073,CFD06,F353 x F252,UH007,130,TUM,B13,R7,215.1,43.4,325,80,77,80
CFD11-348,CFD11,F353 x UH304,UH007,131,TUM,B14,R7,213,34.3,330,83,83,78
CFD12-312,CFD12,F353 x W117,UH007,132,TUM,B14,R7,185.2,35.7,320,77,80,83
CFD10-132,CFD10,F353 x UH250,UH007,133,TUM,B14,R7,208.7,36.9,300,80,83,84
CFD10-301,CFD10,F353 x UH250,UH007,134,TUM,B14,R7,208.8,31.9,310,77,83,82
CFD05-072,CFD05,F353 x EC169,UH007,135,TUM,B14,R7,198.8,37.2,320,83,83,73
CFD07-316,CFD07,F353 x F618,UH007,136,TUM,B14,R7,229.1,33.8,330,86,86,76
CFD07-118,CFD07,F353 x F618,UH007,137,TUM,B14,R7,243.3,35.2,335,88,90,84
CFD10-061,CFD10,F353 x UH250,UH007,138,TUM,B14,R7,227.5,36.7,325,83,86,81
CFD06-323,CFD06,F353 x F252,UH007,139,TUM,B14,R7,215,38.7,335,80,80,80
CFD03-062,CFD03,F353 x D06,UH007,140,TUM,B14,R7,204.3,33.8,350,83,86,84
CFD05-021,CFD05,F353 x EC169,UH007,141,TUM,B15,R7,181.8,37.7,310,77,83,78
CFD02-027,CFD02,F353 x B73,UH007,142,TUM,B15,R7,226.5,32,330,80,77,84
CFD11-310,CFD11,F353 x UH304,UH007,143,TUM,B15,R7,193.3,35,310,77,80,73
CFD02-103,CFD02,F353 x B73,UH007,144,TUM,B15,R7,208,32,340,86,86,86
A287,NA,NA,UH007,145,TUM,B15,R7,236,36.3,320,83,86,82
CFD07-076,CFD07,F353 x F618,UH007,146,TUM,B15,R7,246.5,39.2,330,86,80,84
CFD07-301,CFD07,F353 x F618,UH007,147,TUM,B15,R7,215.5,43.2,330,80,77,92
CFD07-094,CFD07,F353 x F618,UH007,148,TUM,B15,R7,235.9,34.8,340,83,83,72
CFD10-152,CFD10,F353 x UH250,UH007,149,TUM,B15,R7,213.9,36.6,330,83,83,82
CFD05-029,CFD05,F353 x EC169,UH007,150,TUM,B15,R7,228.9,40,340,80,83,80
CFD10-319,CFD10,F353 x UH250,UH007,151,TUM,B16,R7,95.2,40.6,325,83,77,15
CFD03-064,CFD03,F353 x D06,UH007,152,TUM,B16,R7,202.6,37.6,310,77,83,80
CFD08-362,CFD08,F353 x F98902,UH007,153,TUM,B16,R7,223.7,36.8,325,80,83,76
CFD11-318,CFD11,F353 x UH304,UH007,154,TUM,B16,R7,243.2,38,330,77,80,80
CFD04-061,CFD04,F353 x D09,UH007,155,TUM,B16,R7,212.3,33,325,77,83,80
CFD03-321,CFD03,F353 x D06,UH007,156,TUM,B16,R7,203.4,35,320,77,83,82
CFD03-045,CFD03,F353 x D06,UH007,157,TUM,B16,R7,199.7,36.3,360,77,83,84
CFD02-078,CFD02,F353 x B73,UH007,158,TUM,B16,R7,228,28,350,83,86,85
CFD11-311,CFD11,F353 x UH304,UH007,159,TUM,B16,R7,241,39.5,320,77,77,81
CFD05-063,CFD05,F353 x EC169,UH007,160,TUM,B16,R7,221.6,39.5,310,77,83,68
CFD07-071,CFD07,F353 x F618,UH007,161,TUM,B17,R7,224.1,37.7,320,80,77,83
CFD05-318,CFD05,F353 x EC169,UH007,162,TUM,B17,R7,223,35.4,310,83,83,85
CFD07-333,CFD07,F353 x F618,UH007,163,TUM,B17,R7,214.4,36,315,83,83,81
CFD07-037,CFD07,F353 x F618,UH007,164,TUM,B17,R7,204.8,33.7,325,86,86,78
CFD07-103,CFD07,F353 x F618,UH007,165,TUM,B17,R7,229,34.3,330,83,83,81
CFD04-317,CFD04,F353 x D09,UH007,166,TUM,B17,R7,201.1,35.7,320,80,80,83
CFD04-053,CFD04,F353 x D09,UH007,167,TUM,B17,R7,200.5,35.6,310,83,86,85
CFD04-103,CFD04,F353 x D09,UH007,168,TUM,B17,R7,206.7,36.4,330,83,86,85
CFD10-314,CFD10,F353 x UH250,UH007,169,TUM,B17,R7,187.5,36.6,295,80,83,80
CFD09-323,CFD09,F353 x Mo17,UH007,170,TUM,B17,R7,222.4,32.6,330,86,92,83
CFD10-001,CFD10,F353 x UH250,UH007,171,TUM,B18,R7,215,33.6,325,83,83,78
CFD03-065,CFD03,F353 x D06,UH007,172,TUM,B18,R7,193.6,39.5,340,86,83,72
CFD07-322,CFD07,F353 x F618,UH007,173,TUM,B18,R7,190.4,32.7,330,88,92,74
CFD10-108,CFD10,F353 x UH250,UH007,174,TUM,B18,R7,198.7,34.2,340,86,86,64
CFD08-315,CFD08,F353 x F98902,UH007,175,TUM,B18,R7,216.9,35.5,330,83,83,67
CFD10-305,CFD10,F353 x UH250,UH007,176,TUM,B18,R7,192.8,37.8,305,80,83,83
CFD06-337,CFD06,F353 x F252,UH007,177,TUM,B18,R7,211.3,37.8,340,80,83,81
CFD04-106,CFD04,F353 x D09,UH007,178,TUM,B18,R7,215.6,39.6,310,77,77,82
CFD03-337,CFD03,F353 x D06,UH007,179,TUM,B18,R7,196,33.8,320,83,83,79
CFD04-073,CFD04,F353 x D09,UH007,180,TUM,B18,R7,189.5,31.7,340,80,92,82
CFD07-104,CFD07,F353 x F618,UH007,181,TUM,B19,R7,177.1,32.2,300,90,92,74
CFD04-303,CFD04,F353 x D09,UH007,182,TUM,B19,R7,222,37,305,83,83,81
CFD12-067,CFD12,F353 x W117,UH007,183,TUM,B19,R7,190.2,33.9,295,80,83,71
CFD09-097,CFD09,F353 x Mo17,UH007,184,TUM,B19,R7,182.6,34.9,300,86,90,82
CFD08-354,CFD08,F353 x F98902,UH007,185,TUM,B19,R7,205.9,35.1,325,86,86,79
CFD07-070,CFD07,F353 x F618,UH007,186,TUM,B19,R7,215.1,35.2,325,88,92,76
CFD04-342,CFD04,F353 x D09,UH007,187,TUM,B19,R7,201.5,33.4,320,86,86,85
CFD03-058,CFD03,F353 x D06,UH007,188,TUM,B19,R7,201.3,34.9,315,83,86,81
CFD07-111,CFD07,F353 x F618,UH007,189,TUM,B19,R7,203.6,33.8,320,92,90,82
CFD05-321,CFD05,F353 x EC169,UH007,190,TUM,B19,R7,213.8,38.4,315,83,86,85
CFD06-045,CFD06,F353 x F252,UH007,191,TUM,B20,R7,187,36.2,310,83,86,74
CFD10-324,CFD10,F353 x UH250,UH007,192,TUM,B20,R7,173.9,32.6,305,94,86,67
CFD04-049,CFD04,F353 x D09,UH007,193,TUM,B20,R7,186.3,38.2,300,83,86,76
CFD10-077,CFD10,F353 x UH250,UH007,194,TUM,B20,R7,210.7,34.6,325,86,86,65
CFD03-063,CFD03,F353 x D06,UH007,195,TUM,B20,R7,190.9,41.4,310,83,80,91
CFD03-336,CFD03,F353 x D06,UH007,196,TUM,B20,R7,174.8,32.3,310,86,86,79
CFD09-341,CFD09,F353 x Mo17,UH007,197,TUM,B20,R7,190.6,34.8,295,86,86,86
CFD08-340,CFD08,F353 x F98902,UH007,198,TUM,B20,R7,210.7,34.1,310,86,86,85
A287,NA,NA,UH007,199,TUM,B20,R7,237.4,35.2,305,90,90,72
CFD09-342,CFD09,F353 x Mo17,UH007,200,TUM,B20,R7,196.4,31.5,315,92,92,74
CFD09-079,CFD09,F353 x Mo17,UH007,201,TUM,B21,R7,222.3,34.8,320,88,86,81
CFD06-342,CFD06,F353 x F252,UH007,202,TUM,B21,R7,204.5,38.1,325,86,86,80
CFD10-325,CFD10,F353 x UH250,UH007,203,TUM,B21,R7,211.8,38.2,310,86,86,67
CFD06-062,CFD06,F353 x F252,UH007,204,TUM,B21,R7,207.2,45.7,300,77,80,77
CFD07-003,CFD07,F353 x F618,UH007,205,TUM,B21,R7,218.1,39.5,295,83,86,74
CFD03-053,CFD03,F353 x D06,UH007,206,TUM,B21,R7,195.3,37.8,310,83,83,81
UH250,UH250,UH250,UH007,207,TUM,B21,R7,194.7,39.2,325,80,80,72
CFD04-092,CFD04,F353 x D09,UH007,208,TUM,B21,R7,228.6,38.1,310,80,80,83
CFD03-051,CFD03,F353 x D06,UH007,209,TUM,B21,R7,222.7,34.8,315,80,83,81
CFD08-360,CFD08,F353 x F98902,UH007,210,TUM,B21,R7,218.2,36.7,315,80,86,76
CFD09-338,CFD09,F353 x Mo17,UH007,211,TUM,B22,R7,201.7,30.3,340,86,90,77
CFD05-303,CFD05,F353 x EC169,UH007,212,TUM,B22,R7,187.2,37.6,305,80,83,76
CFD07-086,CFD07,F353 x F618,UH007,213,TUM,B22,R7,196.9,31.7,315,86,90,82
CFD07-311,CFD07,F353 x F618,UH007,214,TUM,B22,R7,217.1,37.5,325,80,83,84
CFD06-335,CFD06,F353 x F252,UH007,215,TUM,B22,R7,206.6,39.4,330,77,83,78
CFD11-308,CFD11,F353 x UH304,UH007,216,TUM,B22,R7,217,38,335,80,83,76
CFD11-054,CFD11,F353 x UH304,UH007,217,TUM,B22,R7,208.7,33.3,330,86,86,79
CFD10-316,CFD10,F353 x UH250,UH007,218,TUM,B22,R7,213.4,37.8,315,83,86,73
CFD03-345,CFD03,F353 x D06,UH007,219,TUM,B22,R7,180.5,36.5,330,83,86,73
CFD08-328,CFD08,F353 x F98902,UH007,220,TUM,B22,R7,173.3,32.9,335,86,86,67
CFD06-089,CFD06,F353 x F252,UH007,221,TUM,B23,R7,190,41.2,315,77,86,71
CFD12-082,CFD12,F353 x W117,UH007,222,TUM,B23,R7,223,42.7,300,77,77,72
CFD10-327,CFD10,F353 x UH250,UH007,223,TUM,B23,R7,256.2,39.9,360,83,86,73
CFD02-314,CFD02,F353 x B73,UH007,224,TUM,B23,R7,227.5,31.7,350,83,86,82
CFD12-022,CFD12,F353 x W117,UH007,225,TUM,B23,R7,200.3,37.1,320,80,80,77
A287,NA,NA,UH007,226,TUM,B23,R7,238.9,35.3,340,83,86,74
CFD06-085,CFD06,F353 x F252,UH007,227,TUM,B23,R7,197.4,40.2,310,77,77,75
CFD07-100,CFD07,F353 x F618,UH007,228,TUM,B23,R7,230.7,32.6,355,83,86,67
CFD11-051,CFD11,F353 x UH304,UH007,229,TUM,B23,R7,222.2,34.6,340,80,83,77
CFD05-032,CFD05,F353 x EC169,UH007,230,TUM,B23,R7,214.1,37.2,315,83,83,72
CFD09-314,CFD09,F353 x Mo17,UH007,231,TUM,B24,R7,203.9,31,325,83,86,71
CFD12-330,CFD12,F353 x W117,UH007,232,TUM,B24,R7,210.5,33,315,80,83,68
CFD07-334,CFD07,F353 x F618,UH007,233,TUM,B24,R7,243.1,33,335,86,86,73
CFD05-064,CFD05,F353 x EC169,UH007,234,TUM,B24,R7,210,37.2,340,86,86,61
CFD03-324,CFD03,F353 x D06,UH007,235,TUM,B24,R7,239,36.4,340,77,83,87
A287,NA,NA,UH007,236,TUM,B24,R7,245.9,36.1,335,86,86,76
CFD08-334,CFD08,F353 x F98902,UH007,237,TUM,B24,R7,243.8,35.8,355,80,83,84
CFD12-054,CFD12,F353 x W117,UH007,238,TUM,B24,R7,214.8,34.7,290,77,83,77
CFD08-372,CFD08,F353 x F98902,UH007,239,TUM,B24,R7,251.3,36.9,325,83,83,78
CFD12-084,CFD12,F353 x W117,UH007,240,TUM,B24,R7,207.7,33.8,280,80,86,79
CFD04-351,CFD04,F353 x D09,UH007,241,TUM,B25,R7,236,34.2,355,83,86,72
CFD04-059,CFD04,F353 x D09,UH007,242,TUM,B25,R7,207.9,31.5,310,77,80,79
CFD10-131,CFD10,F353 x UH250,UH007,243,TUM,B25,R7,204.1,34.6,300,77,77,79
CFD03-016,CFD03,F353 x D06,UH007,244,TUM,B25,R7,261.1,39.7,355,80,83,80
CFD08-322,CFD08,F353 x F98902,UH007,245,TUM,B25,R7,220.9,40,320,77,77,83
CFD12-093,CFD12,F353 x W117,UH007,246,TUM,B25,R7,183.2,31.9,300,77,86,80
CFD08-335,CFD08,F353 x F98902,UH007,247,TUM,B25,R7,204.5,35.6,330,83,83,82
CFD04-322,CFD04,F353 x D09,UH007,248,TUM,B25,R7,207.5,34.9,330,80,83,75
CFD05-310,CFD05,F353 x EC169,UH007,249,TUM,B25,R7,201.6,36,335,83,83,74
CFD03-347,CFD03,F353 x D06,UH007,250,TUM,B25,R7,218.4,36,345,83,86,80
CFD06-343,CFD06,F353 x F252,UH007,251,TUM,B26,R7,194.7,34.3,330,77,86,78
CFD06-005,CFD06,F353 x F252,UH007,252,TUM,B26,R7,211.1,39.1,335,80,80,75
CFD07-014,CFD07,F353 x F618,UH007,253,TUM,B26,R7,220.2,33.2,345,83,86,71
CFD03-077,CFD03,F353 x D06,UH007,254,TUM,B26,R7,176.6,33.6,340,77,86,71
CFD07-036,CFD07,F353 x F618,UH007,255,TUM,B26,R7,206.3,31.2,325,83,83,74
CFD05-044,CFD05,F353 x EC169,UH007,256,TUM,B26,R7,182.9,36.1,310,83,83,75
CFD07-309,CFD07,F353 x F618,UH007,257,TUM,B26,R7,236.1,35.3,330,80,80,85
A287,NA,NA,UH007,258,TUM,B26,R7,240.8,35.3,320,83,86,76
CFD04-041,CFD04,F353 x D09,UH007,259,TUM,B26,R7,188.6,36.5,305,77,80,76
CFD05-066,CFD05,F353 x EC169,UH007,260,TUM,B26,R7,275,38.2,340,83,86,80
CFD03-069,CFD03,F353 x D06,UH007,261,TUM,B27,R7,188.3,34.1,320,83,77,84
CFD03-311,CFD03,F353 x D06,UH007,262,TUM,B27,R7,208.1,34.3,310,83,86,87
CFD11-305,CFD11,F353 x UH304,UH007,263,TUM,B27,R7,201.4,35.2,315,86,90,81
CFD11-066,CFD11,F353 x UH304,UH007,264,TUM,B27,R7,204.7,33.5,305,86,83,83
CFD09-333,CFD09,F353 x Mo17,UH007,265,TUM,B27,R7,205.7,34.8,320,83,86,83
CFD04-324,CFD04,F353 x D09,UH007,266,TUM,B27,R7,192.8,31.1,290,83,86,80
CFD03-066,CFD03,F353 x D06,UH007,267,TUM,B27,R7,195.4,36.8,310,80,80,81
CFD04-034,CFD04,F353 x D09,UH007,268,TUM,B27,R7,208.4,37,325,80,80,78
CFD11-026,CFD11,F353 x UH304,UH007,269,TUM,B27,R7,207.3,36.8,330,83,83,76
CFD07-304,CFD07,F353 x F618,UH007,270,TUM,B27,R7,208.3,36.9,335,80,80,84
CFD04-307,CFD04,F353 x D09,UH007,271,TUM,B28,R7,181.8,33.8,310,77,80,84
CFD04-301,CFD04,F353 x D09,UH007,272,TUM,B28,R7,222.7,34.8,330,77,80,87
CFD06-306,CFD06,F353 x F252,UH007,273,TUM,B28,R7,175.2,37.9,290,74,77,78
CFD04-058,CFD04,F353 x D09,UH007,274,TUM,B28,R7,226.8,33.9,310,83,88,85
A287,NA,NA,UH007,275,TUM,B28,R7,216.5,33.3,330,86,90,74
CFD12-308,CFD12,F353 x W117,UH007,276,TUM,B28,R7,220.4,38.9,305,77,86,78
CFD10-142,CFD10,F353 x UH250,UH007,277,TUM,B28,R7,196.2,40.6,320,80,83,87
CFD04-087,CFD04,F353 x D09,UH007,278,TUM,B28,R7,199.3,36.6,305,83,86,82
CFD10-079,CFD10,F353 x UH250,UH007,279,TUM,B28,R7,183.8,36.2,320,86,86,88
CFD06-074,CFD06,F353 x F252,UH007,280,TUM,B28,R7,198.6,43.8,295,77,77,87
CFD08-353,CFD08,F353 x F98902,UH007,281,TUM,B29,R7,186.5,32.1,310,86,86,75
CFD06-026,CFD06,F353 x F252,UH007,282,TUM,B29,R7,161,39.6,290,77,80,87
CFD03-082,CFD03,F353 x D06,UH007,283,TUM,B29,R7,193.1,35.1,310,86,86,76
CFD06-021,CFD06,F353 x F252,UH007,284,TUM,B29,R7,179.5,40.9,300,77,77,86
CFD12-072,CFD12,F353 x W117,UH007,285,TUM,B29,R7,221.4,36.7,285,83,83,78
CFD03-309,CFD03,F353 x D06,UH007,286,TUM,B29,R7,196.8,37.6,290,80,83,94
CFD07-101,CFD07,F353 x F618,UH007,287,TUM,B29,R7,215.1,34.2,300,90,92,91
CFD11-346,CFD11,F353 x UH304,UH007,288,TUM,B29,R7,187.9,34.3,320,86,86,75
A287,NA,NA,UH007,289,TUM,B29,R7,222.4,32.7,310,88,90,83
CFD04-114,CFD04,F353 x D09,UH007,290,TUM,B29,R7,187,33.6,300,83,86,87
UH304,UH304,UH304,UH007,291,TUM,B30,R7,201.4,37.3,310,86,86,84
CFD11-011,CFD11,F353 x UH304,UH007,292,TUM,B30,R7,192.3,38.2,305,86,86,74
CFD11-352,CFD11,F353 x UH304,UH007,293,TUM,B30,R7,181.7,31.2,320,86,86,80
CFD03-050,CFD03,F353 x D06,UH007,294,TUM,B30,R7,195.7,30.9,325,88,88,86
F98902,F98902,F98902,UH007,295,TUM,B30,R7,181.5,31.6,330,92,90,88
CFD03-328,CFD03,F353 x D06,UH007,296,TUM,B30,R7,226.7,34.7,320,86,86,86
CFD07-315,CFD07,F353 x F618,UH007,297,TUM,B30,R7,208.1,36.3,320,90,88,84
CFD02-317,CFD02,F353 x B73,UH007,298,TUM,B30,R7,194.4,29.4,325,92,92,82
CFD10-153,CFD10,F353 x UH250,UH007,299,TUM,B30,R7,221.7,38,310,88,90,91
CFD04-341,CFD04,F353 x D09,UH007,300,TUM,B30,R7,207.3,35,320,88,86,88
CFD07-109,CFD07,F353 x F618,UH007,301,TUM,B31,R7,224.7,33.2,335,83,86,82
CFD10-128,CFD10,F353 x UH250,UH007,302,TUM,B31,R7,243.6,38.2,325,83,83,83
CFD08-310,CFD08,F353 x F98902,UH007,303,TUM,B31,R7,222,35.3,325,77,77,80
CFD05-302,CFD05,F353 x EC169,UH007,304,TUM,B31,R7,213.6,39,330,80,83,84
CFD12-340,CFD12,F353 x W117,UH007,305,TUM,B31,R7,184.1,31.8,295,80,86,78
CFD02-036,CFD02,F353 x B73,UH007,306,TUM,B31,R7,219.1,33.6,320,80,83,86
CFD03-083,CFD03,F353 x D06,UH007,307,TUM,B31,R7,212.4,36.2,325,77,77,78
A287,NA,NA,UH007,308,TUM,B31,R7,231.1,32.5,330,80,86,78
CFD06-093,CFD06,F353 x F252,UH007,309,TUM,B31,R7,166.3,37.5,300,77,80,89
CFD12-069,CFD12,F353 x W117,UH007,310,TUM,B31,R7,241.7,35.6,310,83,83,86
CFD12-089,CFD12,F353 x W117,UH007,311,TUM,B32,R7,178,35.6,280,74,74,82
CFD05-315,CFD05,F353 x EC169,UH007,312,TUM,B32,R7,227.2,38,335,77,83,80
CFD06-041,CFD06,F353 x F252,UH007,313,TUM,B32,R7,183.1,39.9,300,74,77,83
CFD02-312,CFD02,F353 x B73,UH007,314,TUM,B32,R7,230.3,33,345,83,83,87
F98902,F98902,F98902,UH007,315,TUM,B32,R7,210.5,30.6,365,83,83,88
CFD02-321,CFD02,F353 x B73,UH007,316,TUM,B32,R7,222,34.1,340,83,86,84
A287,NA,NA,UH007,317,TUM,B32,R7,238.8,36.3,330,80,86,76
CFD12-075,CFD12,F353 x W117,UH007,318,TUM,B32,R7,186.5,33.1,280,74,77,86
A287,NA,NA,UH007,319,TUM,B32,R7,235.1,34.3,335,83,83,84
CFD07-067,CFD07,F353 x F618,UH007,320,TUM,B32,R7,186.7,34.3,320,83,83,69
A287,NA,NA,UH007,321,TUM,B33,R7,241.6,33.5,340,80,86,77
CFD02-305,CFD02,F353 x B73,UH007,322,TUM,B33,R7,193.8,34,335,77,77,65
CFD03-322,CFD03,F353 x D06,UH007,323,TUM,B33,R7,241,36.7,365,83,83,85
CFD04-335,CFD04,F353 x D09,UH007,324,TUM,B33,R7,182.3,32.1,335,77,86,87
CFD04-334,CFD04,F353 x D09,UH007,325,TUM,B33,R7,214.3,39.2,315,74,77,85
CFD12-325,CFD12,F353 x W117,UH007,326,TUM,B33,R7,200.5,35.1,310,77,77,83
CFD04-116,CFD04,F353 x D09,UH007,327,TUM,B33,R7,228.5,35.4,345,80,83,81
CFD04-304,CFD04,F353 x D09,UH007,328,TUM,B33,R7,196.2,33.9,315,77,77,77
CFD10-071,CFD10,F353 x UH250,UH007,329,TUM,B33,R7,208.8,38.2,325,77,80,76
CFD05-025,CFD05,F353 x EC169,UH007,330,TUM,B33,R7,191.6,37.9,315,77,77,82
CFD06-302,CFD06,F353 x F252,UH007,331,TUM,B34,R7,196.4,36.9,325,77,77,90
CFD02-082,CFD02,F353 x B73,UH007,332,TUM,B34,R7,213.5,30.6,345,86,86,83
CFD04-306,CFD04,F353 x D09,UH007,333,TUM,B34,R7,194.2,33.1,320,77,80,80
CFD07-069,CFD07,F353 x F618,UH007,334,TUM,B34,R7,226.3,35.3,345,83,83,82
CFD07-064,CFD07,F353 x F618,UH007,335,TUM,B34,R7,215.9,32.5,335,80,77,89
CFD05-046,CFD05,F353 x EC169,UH007,336,TUM,B34,R7,245.7,40.2,330,80,83,88
CFD03-348,CFD03,F353 x D06,UH007,337,TUM,B34,R7,195.6,35,325,77,77,73
CFD11-343,CFD11,F353 x UH304,UH007,338,TUM,B34,R7,198.2,31.4,325,83,83,77
CFD03-042,CFD03,F353 x D06,UH007,339,TUM,B34,R7,245.3,37.1,350,83,86,82
CFD07-089,CFD07,F353 x F618,UH007,340,TUM,B34,R7,219,32,320,86,86,83
CFD04-302,CFD04,F353 x D09,UH007,341,TUM,B35,R7,188.9,36.1,295,77,77,85
